REGIONC,DIVISION,state_name,BA_climate,TYPEHUQ,YEARMADERANGE,WALLTYPE,SWIMPOOL,RECBATH,FUELTUB,RANGEFUEL,OUTGRILLFUEL,DWASHUSE,DRYRFUEL,EQUIPM,FUELHEAT,FUELH2O,MONEYPY,CARBFTP
NORTHEAST,New England,Connecticut,Cold,2,6,2,1,0,-2,-2,2,3,5,3,3,3,15,10
MIDWEST,East North Central,Michigan,Cold,2,6,3,0,1,5,1,2,3,5,3,1,1,12,11
WEST,Pacific,California,Hot-Dry,2,5,4,1,1,-2,5,2,2,1,3,1,1,13,11
SOUTH,West South Central,Arkansas,Hot-Humid,2,4,2,0,1,-2,1,2,-2,5,3,1,5,13,8
WEST,Pacific,Washington,Marine,2,4,2,0,1,5,5,2,4,5,3,5,5,15,8
NORTHEAST,New England,Maine,Cold,2,1,2,1,1,5,5,2,-2,5,8,7,3,13,5
WEST,Mountain North,Montana,Cold,2,6,3,0,1,5,-2,2,5,5,8,7,2,13,11
MIDWEST,East North Central,Wisconsin,Cold,2,2,3,1,0,-2,1,2,0,1,3,1,1,15,7
NORTHEAST,Middle Atlantic,New Jersey,Mixed-Humid,2,3,2,1,1,1,-2,1,5,5,3,1,1,16,7
NORTHEAST,New England,Vermont,Cold,2,1,3,1,0,-2,5,2,2,5,2,3,3,12,6
WEST,Pacific,California,Hot-Dry,2,6,4,1,1,1,-2,1,0,1,3,1,1,16,12
SOUTH,South Atlantic,South Carolina,Mixed-Humid,2,5,3,1,0,-2,2,23,7,5,3,2,2,14,10
SOUTH,East South Central,Kentucky,Mixed-Humid,3,7,1,0,1,5,5,-2,2,5,3,5,5,11,11
WEST,Pacific,California,Marine,2,4,2,0,1,5,5,-2,3,1,3,1,1,14,8
SOUTH,West South Central,Texas,Hot-Humid,2,7,1,1,1,5,2,23,1,5,3,5,5,16,10
WEST,Pacific,California,Hot-Dry,2,5,4,1,0,-2,2,2,4,5,8,7,2,15,11
SOUTH,South Atlantic,Florida,Hot-Humid,2,7,1,1,0,-2,5,2,1,5,10,5,5,13,10
NORTHEAST,New England,New Hampshire,Cold,2,5,3,1,0,-2,-2,2,1,5,3,3,5,15,10
WEST,Mountain South,Arizona,Hot-Dry,2,7,4,1,0,-2,-2,2,7,5,3,1,1,16,13
NORTHEAST,New England,New Hampshire,Cold,5,4,1,-2,1,1,1,-2,-2,-2,3,1,1,14,10
SOUTH,South Atlantic,Florida,Hot-Humid,2,6,3,0,1,-2,1,1,1,1,4,5,1,14,11
WEST,Pacific,Oregon,Marine,1,6,3,0,1,5,5,2,2,5,8,7,5,11,10
NORTHEAST,New England,Maine,Cold,2,7,3,0,1,3,-2,2,4,5,3,3,5,15,12
SOUTH,West South Central,Texas,Hot-Humid,2,7,1,1,1,1,5,2,7,1,3,5,5,16,10
SOUTH,South Atlantic,Florida,Hot-Humid,2,9,4,1,0,-2,5,2,1,5,-2,-2,5,12,15
WEST,Pacific,Washington,Cold,1,6,2,0,1,5,2,2,4,5,3,2,2,11,9
SOUTH,South Atlantic,Maryland,Mixed-Humid,2,6,3,1,0,-2,5,2,7,5,4,5,5,15,11
WEST,Mountain North,Utah,Cold,2,4,1,1,1,5,1,23,7,5,3,1,1,16,7
SOUTH,South Atlantic,North Carolina,Mixed-Humid,2,2,3,0,1,5,5,2,7,5,3,1,5,10,7
WEST,Mountain South,Arizona,Hot-Dry,2,6,4,1,0,-2,5,2,2,5,3,1,1,15,12
WEST,Pacific,California,Hot-Dry,2,2,7,0,1,1,1,23,-2,1,3,1,1,12,11
WEST,Mountain North,Montana,Cold,2,5,2,0,1,5,1,2,2,5,3,1,1,15,9
SOUTH,South Atlantic,Florida,Hot-Humid,2,4,7,1,0,-2,5,-2,1,5,4,5,5,13,13
NORTHEAST,Middle Atlantic,New Jersey,Cold,2,3,3,1,0,-2,1,1,4,1,3,1,1,16,8
SOUTH,South Atlantic,Florida,Hot-Humid,2,4,7,1,0,-2,5,2,3,5,4,5,5,12,13
NORTHEAST,New England,Connecticut,Cold,2,7,2,0,1,-2,-2,2,4,5,3,3,3,16,11
NORTHEAST,New England,Massachusetts,Cold,2,5,3,0,1,5,5,2,3,5,3,3,3,16,10
WEST,Mountain South,New Mexico,Mixed-Dry,2,3,4,0,1,1,1,2,2,5,3,1,1,14,9
SOUTH,South Atlantic,Florida,Hot-Humid,2,4,2,1,0,-2,5,1,1,5,4,5,5,6,8
SOUTH,South Atlantic,West Virginia,Mixed-Humid,2,7,3,0,1,5,5,2,5,5,4,5,5,15,12
NORTHEAST,Middle Atlantic,New Jersey,Mixed-Humid,2,5,3,0,1,-2,1,2,1,5,2,1,1,8,10
SOUTH,East South Central,Kentucky,Mixed-Humid,2,6,1,1,0,-2,-2,-2,0,5,7,2,5,12,9
SOUTH,West South Central,Texas,Hot-Humid,2,8,1,1,1,1,-2,1,7,1,3,5,5,16,11
SOUTH,East South Central,Kentucky,Mixed-Humid,2,4,3,0,1,-2,5,-2,3,5,3,5,5,8,9
SOUTH,West South Central,Texas,Hot-Humid,2,7,1,1,0,-2,1,1,4,5,3,1,5,16,10
NORTHEAST,Middle Atlantic,New Jersey,Cold,2,2,3,1,0,-2,-2,2,7,1,2,1,1,15,7
NORTHEAST,Middle Atlantic,New York,Cold,2,4,3,1,0,-2,5,2,3,5,2,1,1,15,9
NORTHEAST,New England,Vermont,Cold,2,5,2,1,0,-2,2,2,10,2,7,2,2,16,9
WEST,Mountain North,Wyoming,Cold,2,6,1,0,1,5,5,-2,2,5,3,1,1,16,9
WEST,Pacific,Washington,Marine,2,2,3,1,0,-2,-2,2,4,5,8,7,5,10,7
WEST,Pacific,California,Hot-Dry,2,7,3,1,0,-2,-2,23,3,2,3,2,2,15,12
WEST,Pacific,Washington,Marine,4,5,2,-2,1,5,5,-2,3,-2,10,5,5,12,11
SOUTH,South Atlantic,North Carolina,Mixed-Humid,2,7,1,1,0,-2,-2,2,3,1,3,5,1,16,10
SOUTH,South Atlantic,Florida,Hot-Humid,2,6,1,1,0,-2,-2,2,7,5,4,5,5,13,9
WEST,Mountain North,Colorado,Cold,2,6,3,1,1,-2,5,1,4,5,3,1,1,16,11
NORTHEAST,Middle Atlantic,New Jersey,Mixed-Humid,2,7,3,0,1,-2,-2,-2,1,1,3,1,1,13,12
WEST,Mountain South,Arizona,Hot-Dry,2,5,4,1,1,-2,-2,2,2,5,4,5,5,10,11
SOUTH,South Atlantic,Florida,Hot-Humid,2,4,3,0,1,5,5,2,6,5,5,5,5,15,9
WEST,Mountain South,Arizona,Hot-Dry,2,5,4,1,0,-2,5,2,0,5,4,5,5,15,11
SOUTH,South Atlantic,Florida,Hot-Humid,2,6,3,1,0,-2,5,2,2,5,4,5,5,14,11
WEST,Pacific,California,Hot-Dry,2,2,4,1,0,-2,-2,1,5,1,3,1,1,15,8
WEST,Pacific,Hawaii,Hot-Humid,2,4,2,0,1,5,-2,-2,4,-2,-2,-2,5,11,8
SOUTH,South Atlantic,Maryland,Mixed-Humid,2,5,2,0,1,5,5,2,1,5,4,5,5,13,9
NORTHEAST,Middle Atlantic,New Jersey,Cold,2,1,3,1,0,-2,1,2,-2,1,2,1,1,16,6
MIDWEST,East North Central,Ohio,Cold,1,4,3,1,0,-2,5,-2,-2,5,8,7,5,2,8
WEST,Pacific,California,Hot-Dry,2,3,4,0,1,5,-2,23,4,5,3,1,1,16,9
NORTHEAST,Middle Atlantic,New York,Cold,2,7,3,1,0,-2,2,2,5,2,3,2,5,16,12
MIDWEST,East North Central,Indiana,Cold,2,4,2,1,1,5,5,2,1,5,3,1,1,16,8
SOUTH,West South Central,Louisiana,Hot-Humid,3,7,4,0,1,5,5,-2,0,5,4,5,5,7,14
WEST,Mountain South,Nevada,Hot-Dry,2,6,4,1,0,-2,-2,1,7,1,3,1,1,16,12
SOUTH,South Atlantic,Florida,Hot-Humid,2,7,7,0,1,-2,5,23,0,5,-2,-2,5,14,16
MIDWEST,West North Central,North Dakota,Cold,2,5,3,0,1,5,5,2,14,5,3,2,5,16,10
WEST,Pacific,California,Marine,2,7,7,0,1,-2,1,2,7,5,3,1,1,12,16
WEST,Mountain North,Montana,Cold,2,6,1,0,1,-2,5,2,7,5,5,5,5,11,9
WEST,Pacific,California,Hot-Dry,2,4,4,0,1,5,-2,-2,3,1,3,1,1,16,10
SOUTH,South Atlantic,Florida,Hot-Humid,2,6,7,1,1,5,-2,23,1,5,4,5,5,12,15
NORTHEAST,New England,Massachusetts,Cold,2,6,3,0,1,-2,5,2,7,5,3,3,5,15,11
NORTHEAST,New England,Rhode Island,Cold,2,4,2,1,0,-2,2,2,7,5,3,3,3,15,8
NORTHEAST,New England,Vermont,Cold,2,6,3,0,1,5,5,23,3,5,2,3,3,15,11
NORTHEAST,Middle Atlantic,New Jersey,Cold,2,1,3,0,1,-2,-2,2,7,1,3,1,1,16,6
SOUTH,South Atlantic,North Carolina,Mixed-Humid,2,7,3,1,1,-2,2,2,1,2,3,2,2,16,12
MIDWEST,East North Central,Ohio,Cold,2,6,3,0,1,5,1,2,3,1,3,1,1,12,11
MIDWEST,East North Central,Illinois,Cold,5,7,7,-2,1,5,5,-2,3,5,5,5,5,16,19
MIDWEST,East North Central,Illinois,Cold,2,5,3,0,1,-2,1,2,0,1,3,1,1,15,10
SOUTH,South Atlantic,Maryland,Mixed-Humid,2,8,3,1,1,-2,-2,2,8,5,4,5,5,14,13
NORTHEAST,New England,Massachusetts,Cold,2,5,2,1,0,-2,5,2,5,5,2,3,3,12,9
MIDWEST,East North Central,Wisconsin,Cold,2,7,3,0,1,-2,1,1,5,1,3,1,1,16,12
WEST,Pacific,Hawaii,Hot-Humid,2,7,3,1,0,-2,1,23,7,5,-2,-2,1,16,12
SOUTH,South Atlantic,Virginia,Mixed-Humid,2,6,3,1,0,-2,5,2,3,5,4,5,5,15,11
SOUTH,South Atlantic,West Virginia,Mixed-Humid,2,5,3,1,0,-2,5,-2,-2,5,8,7,5,7,10
SOUTH,East South Central,Alabama,Mixed-Humid,2,5,2,1,0,-2,2,23,7,5,4,5,5,15,9
WEST,Pacific,Alaska,Very-Cold,2,7,3,0,1,1,13,23,10,5,3,1,1,14,12
SOUTH,South Atlantic,Maryland,Mixed-Humid,2,2,2,0,1,1,1,-2,-2,1,3,1,1,15,6
SOUTH,South Atlantic,Florida,Hot-Humid,2,5,7,1,0,-2,5,23,7,5,4,5,5,16,14
SOUTH,West South Central,Texas,Hot-Humid,2,7,1,0,1,-2,-2,23,3,5,3,1,5,15,10
WEST,Pacific,California,Hot-Dry,2,3,4,1,0,-2,-2,2,7,1,3,1,1,16,9
NORTHEAST,Middle Atlantic,New York,Cold,2,1,3,1,0,-2,5,2,3,5,3,3,3,14,6
NORTHEAST,Middle Atlantic,Pennsylvania,Cold,2,3,1,1,1,5,5,2,3,1,3,1,1,13,6
WEST,Mountain South,Arizona,Hot-Dry,2,8,4,1,0,-2,-2,2,7,1,3,1,1,16,14
MIDWEST,West North Central,Minnesota,Cold,2,2,2,0,1,5,1,2,7,5,3,1,1,16,6
NORTHEAST,Middle Atlantic,New York,Mixed-Humid,2,2,3,1,0,-2,1,2,7,1,7,1,1,16,7
NORTHEAST,Middle Atlantic,New York,Cold,2,1,2,0,1,5,2,2,6,5,3,2,5,13,5
MIDWEST,East North Central,Indiana,Cold,2,1,3,1,0,-2,2,-2,4,2,3,2,2,10,6
SOUTH,West South Central,Arkansas,Mixed-Humid,1,7,3,0,1,-2,5,23,-2,5,3,5,5,1,11
SOUTH,West South Central,Louisiana,Hot-Humid,1,8,3,1,0,-2,5,-2,3,5,4,5,5,12,12
NORTHEAST,Middle Atlantic,New York,Mixed-Humid,2,9,1,1,0,-2,1,2,6,1,3,1,1,9,12
SOUTH,East South Central,Alabama,Hot-Humid,1,4,2,1,0,-2,2,-2,7,5,3,2,5,7,7
WEST,Mountain South,Arizona,Hot-Dry,2,3,7,1,0,-2,1,1,4,5,4,5,5,16,12
NORTHEAST,Middle Atlantic,New Jersey,Cold,2,8,3,1,0,-2,-2,2,10,5,3,1,1,16,13
SOUTH,West South Central,Texas,Hot-Humid,2,8,4,0,1,5,-2,23,8,5,3,1,1,16,14
WEST,Pacific,Hawaii,Hot-Humid,2,3,1,1,1,-2,-2,2,4,5,-2,-2,8,15,6
SOUTH,South Atlantic,Florida,Hot-Humid,2,7,7,1,0,-2,-2,-2,2,5,-2,-2,5,15,16
MIDWEST,East North Central,Indiana,Mixed-Humid,2,6,1,0,1,5,1,2,6,5,3,1,5,15,9
SOUTH,South Atlantic,Georgia,Mixed-Humid,2,5,3,1,0,-2,5,2,2,5,3,5,5,13,10
MIDWEST,East North Central,Illinois,Mixed-Humid,2,6,3,0,1,1,-2,23,3,5,10,5,1,14,11
SOUTH,South Atlantic,West Virginia,Cold,2,6,3,1,1,5,5,2,3,5,8,7,5,8,11
SOUTH,South Atlantic,District of Columbia,Mixed-Humid,3,1,1,0,1,-2,1,23,3,5,2,1,1,16,5
SOUTH,East South Central,Mississippi,Mixed-Humid,2,6,1,0,1,-2,5,23,3,-2,3,5,5,15,9
WEST,Pacific,Hawaii,Hot-Humid,2,1,2,1,0,-2,1,23,-2,5,-2,-2,1,15,5
SOUTH,West South Central,Texas,Hot-Humid,2,9,1,0,1,-2,-2,-2,7,5,3,1,1,16,12
WEST,Pacific,California,Hot-Dry,2,5,4,1,0,-2,13,1,2,1,3,1,5,11,11
SOUTH,West South Central,Texas,Hot-Dry,1,7,2,0,1,-2,13,23,-2,5,3,1,1,11,10
MIDWEST,East North Central,Ohio,Cold,2,4,1,1,0,-2,5,-2,2,5,4,5,5,16,7
SOUTH,South Atlantic,Florida,Hot-Humid,2,4,4,1,0,-2,5,23,0,5,4,5,5,11,10
SOUTH,South Atlantic,Florida,Hot-Humid,2,9,7,1,0,-2,5,2,3,5,3,5,5,10,18
WEST,Mountain South,Arizona,Hot-Dry,2,6,4,1,1,5,1,1,2,1,3,1,1,16,12
SOUTH,West South Central,Arkansas,Mixed-Humid,2,4,3,0,1,5,2,23,-2,5,13,5,5,7,9
WEST,Mountain North,Wyoming,Cold,5,7,2,-2,1,-2,1,-2,4,-2,2,1,1,3,14
SOUTH,East South Central,Kentucky,Mixed-Humid,2,7,1,0,1,5,5,2,1,5,4,5,5,12,10
WEST,Pacific,California,Marine,2,2,2,0,1,5,1,2,3,1,7,1,1,14,6
WEST,Pacific,Oregon,Marine,2,5,2,0,1,5,-2,2,4,5,4,5,5,16,9
NORTHEAST,Middle Atlantic,New York,Mixed-Humid,2,2,3,1,0,-2,2,2,1,5,8,7,3,15,7
WEST,Pacific,Washington,Marine,2,4,3,0,1,5,1,1,5,1,3,1,1,16,9
SOUTH,South Atlantic,Florida,Hot-Humid,2,6,1,1,1,-2,5,2,7,5,4,5,5,15,9
SOUTH,East South Central,Tennessee,Mixed-Humid,2,1,4,1,0,-2,-2,2,5,5,3,1,1,14,7
WEST,Pacific,Washington,Marine,2,4,3,0,1,5,5,2,6,5,4,5,5,15,9
SOUTH,East South Central,Alabama,Mixed-Humid,2,7,1,0,1,5,2,2,2,5,4,5,2,16,10
NORTHEAST,Middle Atlantic,New Jersey,Cold,2,2,5,0,1,5,5,2,2,5,3,1,1,16,9
NORTHEAST,New England,Connecticut,Cold,2,2,3,1,0,-2,5,2,5,5,3,3,5,13,7
MIDWEST,West North Central,South Dakota,Cold,2,7,3,0,1,5,5,2,2,5,4,5,5,12,12
NORTHEAST,Middle Atlantic,New Jersey,Mixed-Humid,2,5,3,1,0,-2,1,2,5,1,3,1,1,15,10
MIDWEST,East North Central,Illinois,Mixed-Humid,2,5,3,1,0,-2,1,2,2,1,3,5,1,12,10
SOUTH,West South Central,Texas,Hot-Humid,2,7,1,1,1,1,1,2,5,1,3,1,1,16,10
SOUTH,South Atlantic,Florida,Hot-Humid,2,9,3,1,0,-2,1,2,2,1,4,5,1,15,14
SOUTH,West South Central,Texas,Hot-Humid,2,6,1,1,1,-2,-2,2,7,5,3,1,1,14,9
SOUTH,West South Central,Texas,Hot-Humid,5,6,1,-2,1,-2,5,-2,1,5,4,5,5,12,12
WEST,Pacific,Alaska,Very-Cold,2,5,2,0,1,-2,-2,-2,3,5,3,1,1,15,9
NORTHEAST,Middle Atlantic,New York,Mixed-Humid,2,3,3,1,0,-2,5,2,10,5,3,3,3,16,8
NORTHEAST,Middle Atlantic,New Jersey,Cold,2,3,1,1,0,-2,-2,1,5,5,3,1,1,16,6
WEST,Mountain South,Arizona,Hot-Dry,2,7,4,1,1,1,1,2,3,5,3,1,1,14,13
NORTHEAST,Middle Atlantic,New York,Cold,2,1,3,1,1,-2,1,2,6,1,3,1,1,12,6
WEST,Pacific,California,Marine,5,9,7,-2,1,99,5,-2,3,5,5,5,5,15,21
NORTHEAST,Middle Atlantic,Pennsylvania,Cold,2,1,3,1,0,-2,2,23,2,5,8,7,5,4,6
SOUTH,West South Central,Texas,Hot-Humid,2,7,1,1,1,-2,-2,1,7,5,3,1,1,16,10
NORTHEAST,Middle Atlantic,Pennsylvania,Mixed-Humid,2,4,3,1,1,-2,5,2,9,5,4,5,5,16,9
SOUTH,South Atlantic,Florida,Hot-Humid,2,5,3,1,0,-2,5,-2,3,5,4,5,5,16,10
MIDWEST,East North Central,Michigan,Cold,2,4,1,1,0,-2,1,1,1,5,3,1,5,15,7
WEST,Pacific,California,Marine,2,3,3,0,1,5,1,23,4,5,3,1,1,16,8
SOUTH,East South Central,Kentucky,Mixed-Humid,5,7,3,-2,1,5,5,23,1,5,4,5,5,14,15
WEST,Mountain South,Arizona,Cold,2,3,1,0,1,5,1,2,2,1,3,1,1,12,6
SOUTH,West South Central,Texas,Hot-Dry,2,7,4,0,1,5,1,-2,5,5,3,1,1,12,13
WEST,Pacific,California,Marine,3,5,4,1,1,1,5,-2,1,5,2,1,1,14,12
NORTHEAST,New England,New Hampshire,Cold,2,5,2,1,0,-2,5,2,6,5,3,2,5,9,9
SOUTH,East South Central,Tennessee,Mixed-Humid,3,4,1,1,0,-2,5,-2,4,5,4,5,5,11,8
MIDWEST,West North Central,Missouri,Mixed-Humid,2,4,2,0,1,5,1,-2,1,1,3,1,1,13,8
NORTHEAST,Middle Atlantic,New Jersey,Cold,2,5,5,1,0,-2,1,1,2,1,3,1,1,16,12
SOUTH,South Atlantic,Florida,Hot-Humid,2,3,7,1,0,-2,5,2,1,5,-2,-2,5,14,12
SOUTH,East South Central,Tennessee,Mixed-Humid,2,3,3,1,0,-2,5,2,7,5,4,5,5,12,8
SOUTH,East South Central,Mississippi,Mixed-Humid,2,7,4,0,1,5,5,23,7,5,4,5,5,15,13
NORTHEAST,New England,Vermont,Cold,2,7,2,1,0,-2,5,23,5,5,3,3,3,15,11
NORTHEAST,New England,Rhode Island,Cold,2,5,1,1,0,-2,5,2,2,5,3,3,3,14,8
WEST,Pacific,Alaska,Very-Cold,2,7,2,0,1,5,1,23,3,1,3,1,1,15,11
WEST,Mountain South,Nevada,Hot-Dry,2,6,4,1,1,5,1,1,10,5,3,1,1,11,12
SOUTH,South Atlantic,Florida,Hot-Humid,2,6,2,0,1,-2,5,23,7,5,3,1,1,15,10
SOUTH,South Atlantic,Virginia,Mixed-Humid,2,4,3,0,1,-2,13,2,3,5,3,1,1,15,9
WEST,Pacific,Alaska,Very-Cold,2,6,2,0,1,1,1,-2,4,1,2,1,1,11,10
MIDWEST,West North Central,North Dakota,Cold,2,6,3,0,1,-2,5,2,3,5,3,1,1,16,11
SOUTH,West South Central,Texas,Hot-Humid,2,5,1,0,1,-2,-2,-2,0,5,3,1,1,14,8
NORTHEAST,Middle Atlantic,Pennsylvania,Cold,2,5,3,1,0,-2,-2,-2,3,5,3,3,3,13,10
SOUTH,West South Central,Texas,Hot-Humid,2,5,1,1,0,-2,1,-2,4,1,3,1,5,15,8
MIDWEST,West North Central,South Dakota,Cold,2,5,3,0,1,5,5,2,5,5,3,5,5,16,10
SOUTH,South Atlantic,District of Columbia,Mixed-Humid,5,2,1,-2,1,-2,1,-2,-2,-2,3,1,1,13,8
WEST,Mountain South,Arizona,Hot-Dry,2,6,4,0,1,5,2,2,0,5,10,5,2,14,12
NORTHEAST,New England,New Hampshire,Cold,2,3,2,0,1,5,5,2,0,5,3,3,3,15,7
WEST,Mountain North,Wyoming,Cold,2,6,4,0,1,5,5,23,3,5,2,2,2,14,12
SOUTH,West South Central,Texas,Hot-Humid,2,7,1,1,0,-2,1,23,1,1,3,1,1,15,10
WEST,Mountain North,Idaho,Cold,2,9,3,0,1,5,-2,2,5,5,3,1,1,14,14
WEST,Mountain North,Idaho,Cold,2,6,4,0,1,5,-2,23,5,5,3,1,1,16,12
SOUTH,South Atlantic,North Carolina,Hot-Humid,2,6,2,1,1,5,5,2,7,5,3,1,1,15,10
NORTHEAST,New England,Vermont,Cold,2,1,2,0,1,5,2,2,7,5,2,3,5,13,5
WEST,Mountain North,Idaho,Cold,2,7,2,1,0,-2,1,2,5,5,3,1,1,15,11
SOUTH,South Atlantic,Maryland,Mixed-Humid,2,5,3,0,1,5,1,2,1,5,3,1,5,16,10
WEST,Mountain South,Arizona,Hot-Dry,2,7,4,1,1,-2,1,2,7,1,-2,-2,1,16,13
SOUTH,West South Central,Texas,Hot-Humid,2,6,1,1,1,1,-2,1,4,1,3,1,1,16,9
SOUTH,East South Central,Tennessee,Mixed-Humid,2,6,2,0,1,5,5,2,3,5,3,5,5,13,10
SOUTH,South Atlantic,Virginia,Mixed-Humid,2,4,3,1,0,-2,5,2,0,5,4,5,5,13,9
MIDWEST,West North Central,Nebraska,Cold,2,8,1,1,1,5,1,1,4,5,3,1,5,16,11
NORTHEAST,Middle Atlantic,Pennsylvania,Mixed-Humid,2,2,1,0,1,2,5,2,5,5,3,3,2,14,5
WEST,Mountain South,Arizona,Hot-Dry,2,6,4,1,0,-2,-2,2,2,5,3,1,1,13,12
MIDWEST,East North Central,Wisconsin,Cold,3,4,3,1,0,-2,5,2,3,5,3,1,1,12,10
WEST,Pacific,California,Hot-Dry,2,7,4,1,1,1,1,23,7,1,3,1,1,10,13
MIDWEST,East North Central,Indiana,Cold,2,6,3,1,0,-2,5,-2,3,5,4,5,5,13,11
NORTHEAST,New England,Massachusetts,Cold,2,6,3,1,0,-2,-2,2,5,5,2,3,3,14,11
WEST,Pacific,Hawaii,Hot-Humid,2,5,2,1,0,-2,5,-2,0,5,-2,-2,5,12,9
WEST,Mountain North,Colorado,Cold,2,6,3,0,1,5,5,2,4,5,3,1,1,16,11
NORTHEAST,Middle Atlantic,New York,Cold,2,7,3,0,1,1,1,2,3,1,3,1,1,16,12
MIDWEST,West North Central,North Dakota,Very-Cold,2,1,3,0,1,5,5,-2,3,5,2,1,5,1,6
MIDWEST,East North Central,Indiana,Cold,3,3,3,1,0,-2,5,2,2,5,3,5,5,8,9
WEST,Pacific,Washington,Cold,2,6,2,0,1,5,5,2,-2,5,5,5,5,2,10
SOUTH,South Atlantic,Florida,Hot-Humid,1,6,3,1,0,-2,1,23,7,5,4,5,5,15,10
SOUTH,South Atlantic,North Carolina,Mixed-Humid,2,6,3,1,0,-2,5,-2,7,5,4,5,5,14,11
SOUTH,West South Central,Texas,Hot-Humid,2,7,3,1,0,-2,5,23,3,5,3,5,5,14,12
WEST,Mountain South,Nevada,Hot-Dry,2,7,4,1,0,-2,-2,1,3,1,3,1,1,14,13
SOUTH,East South Central,Mississippi,Mixed-Humid,1,7,1,0,1,-2,5,23,0,5,3,1,5,11,9
WEST,Pacific,California,Hot-Dry,2,6,4,1,0,-2,-2,2,3,5,3,1,1,10,12
SOUTH,South Atlantic,Georgia,Mixed-Humid,2,7,1,0,1,-2,-2,23,3,5,3,1,1,16,10
WEST,Mountain South,Arizona,Hot-Dry,2,4,1,1,0,-2,1,23,0,1,3,5,1,15,7
WEST,Mountain South,Arizona,Hot-Dry,2,5,1,1,1,-2,1,1,5,1,3,1,1,16,8
SOUTH,East South Central,Tennessee,Mixed-Humid,1,6,2,1,0,-2,5,-2,-2,5,10,5,5,9,9
SOUTH,West South Central,Oklahoma,Mixed-Humid,2,6,1,1,0,-2,1,23,3,5,3,1,1,13,9
MIDWEST,East North Central,Ohio,Mixed-Humid,2,1,2,0,1,5,-2,2,7,5,2,1,1,15,5
WEST,Pacific,Hawaii,Hot-Humid,3,4,3,1,0,-2,1,23,1,-2,-2,-2,2,15,10
NORTHEAST,New England,Massachusetts,Cold,2,1,3,1,0,-2,1,2,5,5,3,1,1,14,6
WEST,Pacific,California,Hot-Dry,2,4,4,1,1,1,-2,-2,3,1,3,1,1,16,10
WEST,Mountain South,Arizona,Hot-Dry,2,5,4,1,0,-2,-2,2,1,5,4,5,8,13,11
NORTHEAST,Middle Atlantic,New York,Cold,3,9,5,0,1,2,1,-2,4,5,3,1,1,14,17
SOUTH,South Atlantic,Florida,Hot-Humid,2,4,3,1,0,-2,5,23,2,5,3,1,1,15,9
WEST,Mountain North,Wyoming,Cold,2,2,2,0,1,5,5,2,-2,-2,8,7,5,12,6
SOUTH,South Atlantic,Florida,Hot-Humid,2,4,4,1,0,-2,5,2,1,5,-2,-2,5,10,10
SOUTH,South Atlantic,Florida,Hot-Humid,2,5,1,1,1,5,-2,-2,3,5,3,5,5,9,8
NORTHEAST,New England,Massachusetts,Cold,2,5,3,0,1,5,5,23,7,5,3,7,5,16,10
SOUTH,South Atlantic,Florida,Hot-Humid,2,7,7,1,0,-2,5,23,2,5,4,5,5,11,16
MIDWEST,East North Central,Ohio,Cold,2,7,7,0,1,1,1,23,6,5,3,1,1,10,16
SOUTH,South Atlantic,Florida,Hot-Humid,2,7,7,1,0,-2,5,-2,0,5,-2,-2,5,16,16
NORTHEAST,Middle Atlantic,New Jersey,Cold,2,1,6,1,1,1,1,1,7,1,3,1,1,16,9
WEST,Mountain South,Arizona,Hot-Dry,2,5,4,1,0,-2,-2,2,2,1,3,1,1,15,11
SOUTH,West South Central,Oklahoma,Mixed-Humid,2,4,1,1,0,-2,5,-2,4,5,4,5,5,15,7
SOUTH,West South Central,Arkansas,Mixed-Humid,2,7,1,0,1,5,5,2,5,5,4,5,5,9,10
WEST,Mountain South,Arizona,Hot-Dry,2,5,4,1,1,2,-2,2,2,5,4,5,5,15,11
NORTHEAST,New England,Massachusetts,Cold,2,6,2,0,1,-2,-2,2,5,1,2,1,1,16,10
MIDWEST,East North Central,Indiana,Cold,2,6,6,1,1,5,5,2,2,1,3,1,5,15,14
MIDWEST,West North Central,Missouri,Mixed-Humid,2,8,3,0,1,-2,5,2,4,5,3,5,5,13,13
MIDWEST,West North Central,Iowa,Cold,2,7,3,0,1,1,5,2,6,5,3,1,1,16,12
WEST,Pacific,California,Hot-Dry,2,7,4,0,1,5,-2,2,2,5,3,1,1,15,13
SOUTH,South Atlantic,Maryland,Mixed-Humid,5,3,7,-2,1,5,5,-2,7,5,3,5,5,15,15
SOUTH,East South Central,Kentucky,Mixed-Humid,2,6,1,1,1,5,5,2,2,5,3,1,5,15,9
SOUTH,East South Central,Tennessee,Mixed-Humid,2,5,1,1,0,-2,-2,2,1,5,4,5,5,15,8
NORTHEAST,New England,Massachusetts,Cold,2,7,3,1,0,-2,2,2,7,5,3,3,3,14,12
WEST,Pacific,Hawaii,Hot-Humid,5,4,4,-2,1,1,-2,2,0,5,-2,-2,8,13,13
SOUTH,West South Central,Texas,Hot-Humid,2,9,1,0,1,-2,5,23,7,5,4,5,5,10,12
SOUTH,West South Central,Texas,Hot-Humid,2,6,1,0,1,1,-2,23,2,5,3,1,1,15,9
MIDWEST,East North Central,Illinois,Mixed-Humid,2,2,3,0,1,1,-2,23,2,5,3,1,1,13,7
NORTHEAST,New England,Connecticut,Cold,2,6,2,0,1,-2,-2,2,2,5,3,3,5,15,10
